noop,vdso,syscall,ioctl
227,252,450,487
228,251,446,506
227,255,431,478
227,235,447,480
227,235,461,510
228,235,453,499
228,236,457,509
228,256,457,483
229,255,441,494
229,236,446,479
229,255,447,499
227,255,431,490
227,235,432,509
228,251,436,496
229,251,460,487
227,251,456,491
227,255,454,505
227,235,438,565
228,236,458,490
227,235,453,482
227,251,451,479
227,235,432,508
227,255,432,504
228,252,465,510
229,251,436,492
227,255,451,498
227,256,438,485
227,253,431,499
228,255,433,489
228,255,455,504
227,250,431,506
228,235,457,485
228,237,431,490
227,235,447,503
227,235,438,496
227,237,447,486
227,240,432,512
228,235,432,488
228,236,447,503
229,237,431,492
227,255,466,496
228,236,436,486
227,255,445,486
228,237,432,515
227,235,432,486
227,235,434,496
227,235,447,492
227,235,430,494
227,255,432,485
227,257,432,494
227,258,431,659
227,255,431,494
227,252,431,484
227,255,431,505
227,255,466,502
227,251,440,499
229,251,431,501
227,236,432,494
229,247,452,491
227,235,445,484
227,255,432,495
228,255,450,502
229,255,436,493
227,236,431,497
227,237,431,485
228,237,431,498
227,235,439,698
228,255,439,510
227,235,438,486
227,235,432,515
230,265,433,482
227,250,446,506
227,255,433,482
228,235,458,492
228,235,453,512
227,255,433,515
228,237,437,496
227,236,430,487
228,255,446,483
228,255,447,504
230,255,457,489
229,255,432,513
227,240,438,494
228,235,438,500
227,255,439,478
227,255,461,507
228,255,461,509
227,252,447,491
230,235,434,505
227,236,434,512
228,235,438,503
227,236,441,493
229,255,438,510
229,266,454,519
229,237,453,498
227,255,442,485
227,256,446,484
227,255,431,505
229,235,431,487
228,235,430,481
229,235,457,482
229,235,445,504
228,235,431,508
228,235,437,501
230,235,452,499
227,254,462,508
228,255,446,495
228,255,459,499
227,255,462,507
228,255,451,503
228,252,446,493
229,252,462,498
227,235,457,497
228,255,452,506
229,235,431,568
227,237,432,485
227,236,460,489
227,252,431,482
227,251,458,513
227,252,446,487
227,251,458,500
227,252,465,486
227,255,431,481
227,255,472,477
229,255,431,514
227,255,431,481
227,235,431,503
229,237,431,511
227,235,435,487
227,255,432,502
229,255,431,488
229,252,438,502
227,240,431,489
228,255,441,521
229,236,453,505
227,237,438,489
229,250,458,504
227,256,442,511
227,260,451,485
229,250,431,483
227,235,437,474
227,236,431,509
228,235,457,503
230,235,453,500
227,255,442,493
228,255,462,502
228,235,430,491
229,235,438,482
229,255,431,512
228,251,432,505
227,251,445,502
228,252,463,510
227,252,477,504
227,235,456,495
229,237,446,497
227,235,446,491
227,255,465,508
227,235,431,509
229,237,452,501
229,235,438,484
227,255,457,483
227,237,431,500
227,235,438,498
228,237,439,492
228,235,463,488
227,255,454,690
227,255,462,490
229,250,456,481
228,235,431,489
229,235,438,505
227,235,431,489
227,255,445,505
227,235,446,508
228,255,451,495
227,255,464,505
228,240,453,481
227,255,435,497
227,251,451,511
227,251,437,505
228,252,438,501
227,235,433,482
227,255,461,479
228,236,431,495
229,235,431,496
227,236,431,565
228,255,430,490
228,260,443,480
227,235,454,484
227,255,439,513
227,255,431,491
228,255,453,498
229,255,452,505
227,252,441,497
228,251,454,490
228,255,438,483
227,235,439,499
230,240,464,487
227,236,453,507
227,237,438,505
228,235,451,492
229,261,431,496
227,235,444,500
227,252,447,500
229,252,431,492
229,252,431,499
228,235,432,483
229,235,461,484
227,235,454,486
227,255,461,475
228,255,451,481
227,255,452,475
227,255,431,475
227,255,438,486
228,235,475,504
229,237,457,520
230,255,446,505
227,255,431,485
227,252,456,479
229,235,456,509
228,255,431,486
227,252,468,501
227,235,457,478
227,235,458,475
228,237,431,517
227,261,437,490
227,255,432,508
227,265,459,488
227,252,457,489
228,252,447,509
228,239,432,491
228,237,432,499
227,235,454,508
230,251,439,487
227,267,464,476
227,255,443,487
230,255,434,506
227,240,431,483
227,255,432,490
227,237,455,487
228,235,463,517
227,237,461,496
228,265,446,508
228,255,431,489
227,255,454,480
227,255,431,484
229,255,431,487
228,235,431,511
227,235,448,508
228,236,446,491
228,255,432,494
228,235,470,479
228,235,441,507
227,255,432,512
228,235,432,488
227,235,445,512
227,235,447,480
227,255,457,488
229,235,461,485
227,255,438,481
229,252,453,513
228,255,437,507
227,240,452,492
227,255,443,495
228,235,438,497
227,238,439,480
227,250,431,476
227,255,445,478
229,255,456,496
227,255,456,494
228,255,447,497
228,255,432,502
227,240,452,507
229,255,436,479
227,237,432,477
227,236,433,475
227,235,446,504
228,235,432,479
227,255,456,492
228,237,431,482
227,235,432,509
227,255,432,495
227,252,438,487
227,255,442,500
227,235,431,480
228,236,431,479
227,252,432,481
228,256,467,513
228,255,454,495
228,252,454,495
228,255,452,495
230,255,430,480
227,237,432,479
227,235,438,476
229,237,456,512
227,237,451,475
229,255,450,483
228,235,430,505
228,235,431,514
227,255,431,516
228,252,453,473
229,237,445,497
227,235,436,499
227,237,453,484
227,255,431,497
229,235,438,490
227,255,438,488
227,255,453,485
227,256,464,484
228,262,457,498
227,255,447,489
227,251,430,487
228,255,457,494
228,235,459,494
230,235,451,518
227,235,431,510
227,235,432,493
227,250,433,507
228,251,456,481
229,236,445,486
230,237,461,482
227,235,450,503
227,260,446,499
229,240,431,514
227,255,437,491
227,235,452,498
229,236,454,493
227,252,431,472
227,236,450,492
228,235,453,487
229,255,431,519
227,255,431,478
227,255,446,489
230,252,438,483
227,255,458,500
227,255,453,488
229,255,437,481
227,235,432,481
229,236,458,476
228,235,454,479
227,236,431,507
227,251,430,516
228,235,431,491
227,240,444,513
228,255,446,500
229,251,438,475
227,252,431,474
228,235,456,473
229,237,431,472
227,236,455,517
227,237,434,488
227,255,463,479
228,255,451,493
230,237,438,491
228,240,431,499
227,235,433,478
229,236,431,472
227,255,456,472
227,257,430,494
230,252,432,485
229,255,462,485
227,255,442,481
227,255,454,508
227,255,431,502
227,259,431,482
229,235,431,477
227,235,457,477
227,237,445,474
228,235,442,485
228,255,453,472
227,255,432,477
227,251,429,475
228,251,448,509
227,260,432,480
228,241,447,499
230,235,456,494
229,255,451,476
227,255,452,478
227,255,432,520
228,255,431,494
228,255,446,485
228,255,430,507
228,237,457,509
231,255,460,485
227,236,431,475
227,235,432,478
227,237,446,474
229,252,468,474
227,235,446,473
227,255,447,477
227,255,451,474
227,235,432,472
228,235,446,474
230,235,451,510
227,235,462,475
227,240,453,500
228,255,438,495
227,255,439,482
228,255,462,476
229,237,438,510
227,235,457,486
228,263,452,501
227,240,432,497
227,251,432,485
228,255,433,478
228,252,437,476
227,252,446,479
227,255,453,514
227,240,431,508
227,237,437,507
227,261,432,493
228,255,457,509
227,255,446,507
228,235,436,508
227,236,446,503
227,235,438,482
229,255,432,482
227,255,445,483
227,255,457,505
228,253,447,504
228,251,447,486
227,235,446,479
228,235,451,479
227,235,433,515
228,235,431,500
229,236,432,501
227,236,453,497
227,255,438,507
228,235,469,489
228,235,443,488
227,235,448,487
228,255,431,480
227,235,431,490
227,235,431,486
227,252,430,489
228,251,431,478
227,255,431,481
228,237,431,499
226,235,430,493
225,255,446,500
226,255,430,496
226,255,447,509
225,257,447,503
226,250,467,481
225,255,446,484
225,235,462,510
226,237,445,506
225,236,436,508
225,251,452,490
228,255,445,483
226,251,453,476
225,235,431,504
227,236,431,486
225,235,450,507
225,255,458,489
226,236,455,481
227,235,431,476
225,262,435,477
225,255,444,479
226,255,437,480
225,255,431,475
226,257,432,475
226,255,453,476
225,255,467,506
227,235,457,498
227,256,431,502
226,250,453,509
225,235,443,492
225,236,431,488
225,237,431,482
226,264,431,503
227,235,462,499
225,252,460,493
225,255,442,504
226,254,439,516
225,255,438,491
227,265,438,510
225,236,455,511
226,236,447,493
227,250,446,501
226,250,431,480
225,251,462,481
226,252,471,481
226,251,445,683
225,255,446,498
225,255,446,484
227,241,455,480
226,250,443,479
228,255,431,650
225,235,438,492
225,237,431,489
225,237,431,500
226,252,431,507
225,255,432,506
225,255,486,500
227,235,444,492
225,237,439,500
226,237,432,502
225,235,431,493
225,256,457,514
228,250,453,501
227,236,430,482
225,255,453,484
225,255,455,501
227,256,461,490
225,257,431,480
225,255,432,497
225,255,431,509
226,255,466,506
226,235,455,495
226,235,431,491
225,236,466,501
226,264,438,488
225,255,431,482
227,251,439,480
225,235,446,481
225,237,467,476
225,235,435,472
225,235,438,470
228,237,431,494
227,264,430,505
226,236,448,507
225,235,437,486
225,255,432,499
228,252,432,500
225,255,456,500
225,251,439,506
226,255,464,491
226,235,457,481
225,235,431,482
226,260,457,494
226,238,431,497
225,251,431,487
226,255,430,484
226,235,458,478
225,235,440,473
225,235,442,479
225,240,438,482
225,255,430,494
225,240,431,477
226,255,431,476
225,235,457,489
225,235,454,508
225,235,430,484
225,252,431,495
225,252,430,507
226,235,433,479
225,237,450,472
227,235,447,474
226,261,438,499
225,270,439,480
228,261,431,478
225,257,446,496
225,254,431,507
226,255,442,483
225,251,453,480
225,252,439,477
227,255,431,485
226,255,452,502
226,255,453,499
225,235,431,496
226,235,455,508
225,251,447,685
226,255,473,499
226,258,453,482
225,240,431,488
225,251,459,489
225,235,439,498
225,235,464,500
226,235,453,498
226,251,430,491
225,235,456,484
228,240,430,489
225,255,458,501
227,235,452,483
225,235,430,485
225,265,448,477
226,236,445,475
228,235,451,475
226,236,457,479
225,235,454,475
226,236,432,474
225,235,432,499
225,255,431,495
226,262,433,507
228,252,453,476
227,250,464,479
225,237,438,506
226,235,431,498
226,255,432,475
225,237,439,498
226,235,451,484
225,252,446,495
225,236,446,504
225,250,431,664
225,236,431,500
226,235,451,479
226,237,446,476
227,251,430,508
226,236,447,483
225,250,464,483
227,255,446,495
225,235,437,495
226,250,433,488
225,255,431,495
226,255,439,501
225,255,431,496
225,236,431,475
225,237,432,475
225,235,446,496
225,255,430,480
225,255,457,484
226,256,445,483
225,255,431,477
228,235,438,478
225,236,437,501
225,235,455,525
226,237,464,493
227,236,453,500
226,235,454,482
225,251,437,475
226,235,438,477
225,236,455,474
225,235,451,497
227,235,431,503
225,255,431,499
225,240,439,486
226,255,453,481
225,252,430,502
226,235,463,517
226,235,450,482
227,237,443,503
227,236,431,610
225,255,431,497
225,235,447,481
225,252,431,475
225,255,430,505
225,255,458,510
225,250,449,500
227,235,431,495
225,235,432,486
225,255,431,477
226,235,446,477
227,252,432,506
226,255,436,485
227,240,431,508
225,255,437,483
227,240,437,510
225,252,439,515
225,235,431,499
225,235,431,488
225,236,449,480
225,235,442,480
226,255,450,483
227,255,436,519
226,262,438,499
226,255,431,498
225,254,461,522
227,255,432,498
225,235,432,485
225,237,438,482
225,255,437,481
225,235,442,482
225,235,436,483
225,240,431,507
227,236,432,510
225,237,434,689
225,255,455,505
227,265,452,485
225,254,431,473
225,237,432,507
226,235,446,478
227,237,456,503
225,255,461,504
226,235,462,485
226,239,457,477
227,255,438,479
227,255,431,501
226,236,431,506
225,237,430,503
226,237,438,498
226,235,447,501
225,235,432,486
225,252,439,497
226,255,431,488
225,252,440,476
226,255,453,473
225,255,443,479
225,235,461,495
227,236,462,511
226,235,454,487
225,236,439,474
226,255,431,503
226,236,430,521
225,237,433,503
226,236,449,500
227,235,466,507
227,237,446,480
226,235,463,477
225,236,445,494
226,254,431,502
225,237,460,498
226,255,437,496
225,235,431,511
225,236,433,503
226,235,456,503
225,255,432,487
226,252,463,488
227,255,446,495
225,255,453,497
225,255,461,495
227,255,431,497
225,252,431,514
226,255,432,503
226,261,431,688
225,255,458,512
226,235,458,488
227,237,438,514
225,235,439,486
225,265,431,485
226,237,466,489
226,253,448,505
226,254,438,479
226,235,452,484
225,235,432,476
229,252,434,478
225,266,455,504
225,255,432,492
225,255,436,477
225,237,431,473
225,255,452,484
225,255,457,675
225,256,431,484
226,255,439,481
227,257,430,507
226,255,447,492
227,255,431,503
227,255,462,497
227,235,461,482
225,235,454,506
225,235,438,503
225,255,442,480
225,255,436,480
227,255,430,485
228,252,431,497
228,263,447,510
225,252,430,510
228,235,473,497
225,237,438,485
226,238,446,485
225,252,457,507
226,256,446,514
225,255,462,520
226,240,435,498
225,255,446,491
225,235,432,485
226,235,431,506
228,237,451,503
225,235,456,492
226,236,447,518
225,255,457,522
227,260,444,705
225,251,438,507
225,237,438,480
226,236,447,478
225,256,441,479
225,255,463,480
225,236,442,488
225,235,438,477
227,270,438,484
225,235,438,476
225,255,439,493
225,255,453,511
228,255,431,484
227,254,446,493
225,253,442,509
225,240,447,480
226,252,437,473
226,236,439,513
225,237,438,497
226,254,469,495
225,255,454,492
226,252,438,478
225,262,457,485
225,255,439,506
225,255,437,478
226,235,431,493
226,235,456,513
226,237,431,487
225,255,446,488
227,255,447,477
225,255,436,512
226,255,432,495
227,255,432,496
225,240,432,497
225,255,450,504
226,235,463,482
226,238,438,507
225,251,443,508
226,251,438,495
225,235,432,496
225,237,438,491
225,262,454,478
225,255,454,490
225,252,454,501
225,235,457,494
225,235,439,488
226,235,431,483
225,255,430,502
226,236,446,513
225,237,431,499
227,236,470,518
227,255,476,490
226,255,453,508
225,252,431,480
226,255,438,480
226,255,438,503
226,252,438,521
225,262,462,494
225,235,446,511
225,236,461,506
225,252,452,492
226,255,443,514
225,255,437,518
226,252,432,494
225,255,453,480
225,252,448,478
226,255,461,508
226,252,445,501
225,237,462,489
226,252,461,512
227,242,446,483
226,265,460,481
227,237,447,517
227,235,431,514
225,235,431,505
227,235,431,697
228,235,457,513
225,237,461,489
226,255,443,479
228,255,445,505
225,255,432,489
225,255,432,511
225,255,456,505
225,252,432,485
225,237,466,484
225,235,456,495
225,255,446,490
228,237,433,499
226,252,445,482
225,251,431,507
225,251,468,504
226,252,446,512
225,255,441,505
226,255,456,482
225,235,446,481
225,235,431,480
226,235,431,482
225,235,430,482
225,235,432,477
226,235,451,477
225,236,431,483
225,235,461,495
228,235,446,483
228,236,431,489
225,235,459,513
226,235,455,500
225,235,438,486
225,235,433,481
227,255,468,479
225,251,457,506
225,255,447,492
227,237,451,499
226,235,431,480
226,235,430,502
226,252,431,505
226,251,431,480
225,252,431,472
225,250,431,478
225,235,431,488
227,235,437,496
227,237,432,482
225,235,445,502
225,238,432,490
225,255,446,478
225,255,440,473
226,240,461,508
226,255,446,495
226,255,457,565
225,235,434,488
225,237,430,477
225,255,431,481
226,255,432,495
225,253,456,490
227,249,435,493
225,235,431,501
225,235,438,502
225,235,438,476
225,234,456,471
227,255,444,509
227,237,458,484
225,255,444,514
226,255,447,497
226,236,431,498
225,235,431,493
226,236,446,485
225,235,431,502
225,255,431,499
226,250,460,494
225,255,451,484
227,255,449,509
225,255,431,507
226,255,431,483
225,255,432,494
227,255,431,481
225,250,432,506
225,237,432,495
227,235,431,508
226,235,431,490
225,255,455,493
226,235,430,488
226,255,445,497
225,255,434,476
225,235,430,498
225,235,429,492
225,236,431,491
225,235,446,495
227,235,454,493
225,255,431,491
226,235,465,495
226,235,446,488
225,255,430,475
227,255,445,477
226,255,436,480
225,255,454,507
225,251,432,503
225,240,431,487
225,235,439,476
226,235,464,472
226,255,465,479
225,255,455,502
226,255,436,478
225,255,437,519
225,255,436,500
226,255,429,473
226,262,450,479
226,235,438,514
225,255,458,493
226,235,453,485
225,235,456,496
225,255,457,473
226,255,438,499
225,255,432,479
225,235,433,487
228,255,445,490
226,255,430,508
225,252,432,680
225,255,451,501
225,235,453,473
226,255,439,476
228,255,457,492
225,235,447,484
225,255,437,500
226,235,431,498
225,235,430,478
228,236,452,481
226,256,431,475
225,255,432,475
225,252,432,482
225,252,445,481
225,250,447,481
227,235,435,479
225,236,468,494
225,235,458,490
225,235,435,505
226,235,437,491
225,255,433,510
227,240,457,510
225,235,438,516
225,236,430,523
225,235,463,480
226,252,452,492
227,255,448,500
227,257,457,490
225,255,457,496
226,255,438,502
228,236,438,479
226,236,438,477
225,251,447,508
228,261,435,514
228,251,441,496
225,250,432,664
226,235,431,490
225,237,431,479
225,235,461,488
226,252,433,500
225,255,446,502
225,252,442,500
225,251,440,506
227,235,431,510
225,255,431,494
225,257,432,489
226,255,446,487
226,255,458,488
225,255,437,489
226,251,431,494
225,235,438,502
225,237,432,507
225,235,443,493
227,235,438,479
225,255,432,486
227,235,439,483
225,236,453,505
227,240,438,498
228,235,459,481
225,237,460,481
227,255,455,518
226,255,431,486
226,255,439,503
226,237,454,504
225,237,437,478
226,235,440,476
226,255,457,472
225,235,438,498
225,252,432,475
225,251,432,473
226,251,431,474
226,252,457,503
225,255,456,507
226,260,473,496
225,240,449,498
225,255,430,474
227,252,431,471
225,255,430,474
226,252,458,478
225,240,441,492
226,236,431,472
225,235,439,509
225,255,430,494
226,251,446,531
226,255,461,497
225,237,450,513
225,255,432,501
226,255,457,493
226,237,457,507
225,235,459,497
227,235,430,510
228,235,431,503
225,235,450,476
225,255,460,476
226,251,453,509
227,255,449,497
225,255,456,499
226,235,431,480
225,235,461,501
225,235,447,477
226,235,455,475
225,251,461,482
227,237,457,475
229,235,431,473
226,236,454,474
227,252,432,469
227,235,456,473
225,235,446,494
225,255,465,481
225,252,467,514
225,236,431,492
225,255,455,494
226,236,446,483
225,235,430,486
226,237,432,492
225,235,455,483
226,235,432,480
226,255,446,477
226,236,431,514
227,235,431,482
227,236,432,482
225,235,431,498
225,235,431,479
225,237,431,477
226,252,431,501
225,255,431,498
228,235,431,496
225,255,467,494
226,251,442,498
225,252,446,478
225,235,438,495
225,235,438,494
226,237,479,499
226,235,453,506
226,255,454,504
226,252,487,488
225,251,438,507
226,251,438,498
226,252,432,505
226,240,431,496
226,252,458,499
225,255,457,485
226,235,438,505
225,235,438,497
225,235,445,501
225,235,431,500
227,236,431,504
226,235,446,481
226,237,431,490
225,236,445,508
226,235,432,498
226,235,431,506
225,235,431,486
225,255,432,477
227,235,445,477
225,255,471,511
226,255,446,485
227,255,430,503
225,255,430,509
226,255,447,507
226,235,431,490
226,235,471,481
227,251,459,486
225,255,458,480
225,255,453,489
226,252,457,488
225,262,438,485
225,255,431,483
226,240,431,500
225,255,431,503
225,251,432,512
225,251,431,502
225,236,431,486
225,255,431,498
225,255,432,478
226,255,446,479
227,236,430,474
225,255,457,474
225,255,460,482
227,250,447,484
227,255,431,473
226,255,438,473
227,255,450,512
226,252,432,480
225,255,454,502
225,255,453,503
225,235,458,485
224,236,434,486
226,255,438,485
225,235,438,510
227,235,431,485
225,251,458,508
226,235,431,504
225,235,438,482
227,235,431,477
226,235,431,478
227,237,445,509
226,253,431,485
226,250,464,501
225,265,461,503
225,236,463,484
229,252,466,476
227,240,431,478
225,237,430,508
226,255,432,509
226,255,445,492
225,236,446,499
225,235,442,475
225,240,451,474
225,252,431,484
226,235,431,488
227,235,431,502
225,245,457,486
225,237,467,509
226,235,442,505
225,251,453,487
226,250,430,492
225,237,438,484
225,236,430,480
226,235,429,477
225,235,456,484
226,251,453,494
225,251,449,488
225,235,446,500
227,237,430,485
225,237,429,481
226,255,432,498
225,270,459,494
227,255,444,497
225,255,429,503
225,262,451,491
226,255,452,481
225,235,449,482
225,235,430,483
225,235,430,500
225,251,460,498
225,251,429,502
226,251,455,514
227,237,465,700
225,235,444,503
226,235,428,477
227,235,444,479
225,235,465,507
225,255,448,482
226,237,429,510
225,255,429,482
226,262,429,483
226,255,460,480
226,255,477,674
229,240,445,501
227,255,430,476
225,235,429,475
225,236,429,479
226,235,451,485
225,235,445,494
225,236,440,482
225,235,444,495
225,255,430,501
226,255,429,496
225,254,429,485
228,255,456,491
225,235,444,501
225,237,452,506
225,255,436,476
226,238,460,476
226,255,444,494
225,255,435,482
227,255,429,506
228,255,432,610
225,255,443,498
226,255,445,476
225,255,445,473
225,235,452,499
226,235,451,486
225,252,445,483
225,255,432,502
226,255,449,498
226,255,432,501
228,235,457,510
225,235,457,498
226,235,448,505
225,235,448,498
225,252,432,481
227,239,431,485
225,255,430,497
225,255,431,501
226,251,431,504
225,236,432,483
226,235,448,477
225,235,431,478
225,255,466,479
225,236,462,506
226,235,463,503
225,250,460,480
228,255,454,482
227,254,437,477
226,236,459,475
227,237,453,473
225,236,453,473
226,255,441,471
225,254,444,473
225,256,438,510
225,255,431,481
225,255,445,480
225,250,452,511
225,237,445,490
226,237,451,484
227,237,455,496
226,236,447,479
226,251,433,486
227,255,431,509
227,250,461,490
227,236,457,483
226,251,430,479
225,256,447,496
226,255,432,483
225,255,430,508
225,235,432,502
226,255,448,477
225,234,466,471
225,235,446,481
225,235,431,514
226,235,438,504
225,235,431,485
226,252,444,486
227,235,445,481
225,237,444,476
226,270,431,484
227,237,447,474
227,235,447,478
228,255,466,474
225,255,457,495
225,235,436,507
225,237,431,481
226,235,431,501
226,255,430,509
226,235,446,517
228,255,446,498
227,255,431,504
226,255,431,488
225,255,431,507
225,255,431,521
226,240,451,480
226,255,430,686
225,235,431,480
226,235,456,479
227,235,455,473
225,252,432,474
225,250,433,474
226,251,431,471
225,251,448,471
225,252,430,470
225,235,434,487
225,234,455,484
226,235,459,481
226,255,463,495
225,256,461,475
225,257,438,474
228,255,430,479
225,255,437,511
226,265,431,492
228,251,430,488
225,236,458,505
225,235,451,484
226,235,449,474
225,252,432,482
225,255,432,502
225,255,435,485
227,262,445,484
225,235,436,504
226,255,468,479
225,252,450,507
227,255,456,496
226,255,450,506
225,235,436,484
225,251,447,475
225,255,432,481
225,255,430,500
227,255,430,691
227,252,445,479
225,255,429,476
226,255,456,474
225,240,460,471
227,237,446,477
225,237,475,471
225,255,446,478
227,251,431,475
226,255,431,471
225,260,446,510
225,252,455,478
226,235,462,496
225,255,470,494
225,255,433,506
225,252,431,481
227,255,430,471
225,255,431,471
227,235,460,495
225,235,445,482
226,235,429,498
225,235,461,496
228,255,446,498
227,254,448,498
225,255,434,493
225,235,429,491
225,235,437,510
226,237,431,504
227,251,429,477
225,255,460,479
225,235,454,506
225,236,432,487
225,237,429,515
225,235,431,495
225,255,463,492
225,256,446,506
225,255,455,482
226,257,437,477
225,255,432,503
226,252,431,489
227,237,431,689
225,240,430,501
226,237,438,480
226,235,429,479
227,235,437,488
226,255,438,490
226,236,443,500
227,235,430,496
225,255,455,491
226,255,429,513
225,255,445,491
225,237,430,484
225,255,430,479
225,251,437,505
226,251,456,494
225,252,445,496
225,237,431,484
225,255,432,480
226,235,430,500
225,235,456,486
225,235,431,502
226,235,429,487
225,255,431,488
225,255,444,482
227,235,465,508
225,235,445,501
226,236,459,488
226,235,440,482
226,235,439,483
226,237,441,477
225,236,452,480
225,255,453,481
225,255,454,475
226,255,437,475
225,255,455,477
226,251,472,503
225,236,453,490
225,236,449,525
225,251,464,486
225,251,476,507
225,255,446,503
226,257,438,477
227,255,432,478
227,255,447,499
228,255,430,494
227,250,460,502
225,236,431,498
225,235,432,473
225,237,431,477
226,255,439,501
225,252,431,500
225,255,443,508
225,255,439,662
225,255,432,499
225,235,432,478
225,235,468,480
225,235,467,510
226,255,439,494
225,255,444,493
226,256,430,497
226,238,428,495
225,241,429,485
226,251,430,499
226,251,429,495
225,255,430,503
227,236,428,500
228,235,443,481
225,255,430,471
225,251,434,496
227,252,445,493
225,251,430,497
226,255,431,493
226,264,445,499
226,237,444,491
226,255,433,498
225,255,431,476
227,255,439,475
226,252,437,500
225,252,444,489
225,252,428,504
226,237,436,509
227,262,441,484
227,237,437,487
225,235,439,486
226,255,431,500
225,262,472,485
225,240,449,489
228,235,443,482
225,235,446,477
226,235,431,488
226,236,432,502
225,235,432,502
226,237,432,480
225,235,444,481
225,252,429,474
225,255,458,480
228,255,443,512
227,252,445,487
225,235,430,489
226,235,446,482
232,235,439,567
226,240,432,489
225,240,429,482
225,255,434,476
226,235,440,496
227,235,431,496
225,235,431,511
227,235,445,488
226,255,428,487
226,252,459,504
227,235,431,511
226,235,429,507
225,236,429,482
226,255,430,478
226,252,437,501
225,252,438,484
227,266,435,495
225,251,465,500
225,251,445,494
225,252,444,502
225,255,444,487
225,252,438,507
225,240,457,506
226,236,431,484
225,251,435,475
226,235,469,485
225,255,457,487
225,252,432,501
227,255,439,481
225,263,455,492
225,255,447,477
228,255,463,493
225,255,458,483
225,255,462,512
226,235,457,501
228,235,446,492
225,235,434,512
226,235,456,490
225,237,453,482
225,235,439,486
225,255,439,506
225,255,440,481
226,252,446,500
226,255,446,564
225,255,430,488
225,234,446,487
226,256,446,477
226,237,446,505
225,236,431,517
225,235,431,492
225,260,451,498
225,251,466,504
225,252,446,477
225,255,454,485
225,255,432,498
225,252,432,475
225,255,438,501
225,255,430,481
228,255,432,505
227,236,431,485
226,235,431,498
225,235,431,489
225,252,446,501
225,251,446,486
225,251,446,479
227,255,445,493
225,235,458,509
225,235,461,496
227,235,446,508
225,255,431,488
227,235,431,498
226,254,430,479
225,255,430,477
226,252,456,501
227,235,430,489
225,236,433,506
225,237,446,487
225,235,457,482
225,235,438,482
226,252,431,489
227,255,431,506
225,250,431,519
226,235,431,509
225,237,431,483
225,235,446,478
227,251,438,477
226,255,453,474
225,235,463,478
225,252,431,476
227,254,431,473
225,240,431,474
225,237,477,483
225,235,448,499
225,270,445,485
225,237,446,490
226,255,445,509
225,255,431,504
226,236,432,698
226,252,431,504
226,252,444,478
226,256,454,476
226,252,446,513
227,237,434,483
226,237,432,507
225,255,432,490
225,255,431,501
226,255,429,477
226,255,441,473
227,240,445,483
225,255,455,496
225,235,455,491
226,237,432,503
226,240,431,476
226,237,446,510
226,235,429,490
226,236,454,494
225,236,430,506
225,257,430,504
225,251,438,483
226,235,429,500
225,236,431,475
225,237,431,482
225,255,431,501
225,235,432,510
228,250,432,501
226,255,429,513
225,257,430,510
225,237,443,502
225,235,452,483
225,235,434,483
227,235,438,501
225,235,439,489
225,251,458,488
226,235,451,502
226,235,436,498
225,235,442,480
225,235,431,484
226,255,431,483
226,241,439,499
226,252,474,498
226,235,432,483
225,235,465,501
225,235,455,520
227,235,446,489
225,255,432,487
226,252,432,478
225,255,447,479
226,235,430,509
225,235,457,512
225,235,445,505
227,236,451,506
225,237,438,490
225,255,437,480
227,255,439,476
226,235,438,515
225,235,438,481
225,236,437,505
228,235,438,507
225,255,437,505
227,252,437,478
225,250,474,478
228,255,431,484
225,255,437,500
226,236,437,499
227,235,438,482
225,235,432,514
225,236,430,501
227,255,446,495
225,235,432,486
226,255,445,483
227,234,444,503
225,235,454,478
227,255,431,475
226,255,431,489
227,254,431,506
227,255,457,504
227,252,431,484
225,241,439,478
225,237,431,480
225,255,446,509
227,255,450,502
226,255,431,501
227,255,445,507
225,255,446,499
225,235,451,507
225,235,459,510
228,255,456,509
225,255,430,490
225,255,431,497
225,235,446,502
226,255,450,543
226,235,451,497
226,236,434,477
227,255,433,475
225,273,431,508
225,251,458,479
225,255,447,498
227,255,431,503
225,255,430,485
225,255,431,497
225,255,446,489
225,255,438,500
226,235,431,505
226,235,431,482
227,235,431,497
227,270,443,491
225,255,444,485
225,255,431,494
226,255,431,479
226,252,445,487
225,252,430,486
226,255,462,496
225,252,429,485
225,255,448,478
226,251,452,500
227,267,465,495
225,245,461,488
226,237,435,485
227,255,452,511
227,235,432,499
225,235,431,475
225,235,430,482
226,237,456,479
226,235,445,582
227,235,451,484
225,251,437,477
226,255,430,471
225,254,437,493
227,255,449,514
225,251,431,484
226,235,430,508
225,235,430,497
225,236,456,474
226,255,429,473
226,255,465,476
225,265,457,473
225,255,453,473
227,255,445,470
225,235,466,469
226,235,445,469
226,240,466,489
226,237,469,469
225,235,458,492
227,235,430,490
225,255,431,489
228,255,431,508
225,235,447,508
225,255,449,478
226,255,487,510
225,255,453,494
225,235,431,504
226,235,431,513
225,236,472,509
226,252,452,500
226,235,456,504
225,255,452,492
226,252,431,473
226,255,431,477
225,250,430,477
225,251,438,474
227,235,455,475
225,235,460,475
225,236,447,476
227,255,438,499
225,254,438,508
226,235,432,511
225,235,440,611
225,235,431,501
226,252,431,480
227,251,432,502
225,252,478,498
227,265,452,495
226,255,439,498
225,255,437,506
225,235,453,504
